,repo_name,repo_owner,git_url,description,size,watchers_count,forks_count,open_issues
400,Fortran-utilities,NECP-XJTU,https://github.com/NECP-XJTU/Fortran-utilities,"It is a FORTRAN utilities library, which is to help the FORTRAN developers to put more efforts on the physics software development.",129,14,0,0
401,apexpy,aburrell,https://github.com/aburrell/apexpy,A Python wrapper for Apex coordinates,525,14,7,7
402,Q6,qusers,https://github.com/qusers/Q6,"Q6 Repository -- EVB, FEP and LIE simulator.",35526,14,6,8
403,HDF5_utils,tiasus,https://github.com/tiasus/HDF5_utils,my own Fortran high level interface for HDF5,85,14,2,1
404,IM2ODE,YueyuZhang,https://github.com/YueyuZhang/IM2ODE,Inverse Design of Materials by Multi-objective Differential Evolution,549,14,4,0
405,overkit-fortran,majosm,https://github.com/majosm/overkit-fortran,Open source overset grid assembly and remapping toolkit (old Fortran version),1073,14,5,0
406,orac,ORAC-CC,https://github.com/ORAC-CC/orac,Optimal Retrieval of Aerosol and Cloud,10400,14,7,13
407,call_py_fort,nbren12,https://github.com/nbren12/call_py_fort,Call python from fortran,17,14,1,4
408,SBDART,paulricchiazzi,https://github.com/paulricchiazzi/SBDART,Plane-parallel radiative transfer code based on DISORT and LOWTRAN band-models,2932,14,7,2
409,miniSMC,WeiqunZhang,https://github.com/WeiqunZhang/miniSMC,  DNS code solving compressible Navier-Stokes equations for viscous multi-component reacting flows,288,14,22,0
410,pysic,thynnine,https://github.com/thynnine/pysic,Python library for advanced atomistic simulations,18063,14,6,3
411,modflow-2005-upcg,jdhughes-usgs,https://github.com/jdhughes-usgs/modflow-2005-upcg,MODFLOW-2005 version 1.10 with the UPCG solver,48160,14,1,0
412,CVMix-src,CVMix,https://github.com/CVMix/CVMix-src,CVMix source code (including protex documentation) as well as build system and examples / tests,5259,14,22,21
413,py_gmm,gevero,https://github.com/gevero/py_gmm,"A Generalized Multiparticle Mie code, especially suited for plasmonics",9138,14,9,3
414,iso,aarondotter,https://github.com/aarondotter/iso,MESA isochrone code,694,14,4,2
415,mc_kernel,seismology,https://github.com/seismology/mc_kernel,Calculate seismic sensitivity kernels using Axisem,43667,14,7,14
416,ODEInterface.jl,luchr,https://github.com/luchr/ODEInterface.jl,julia package providing an interface for ODE-solvers written in Fortran,7562,14,9,4
417,FUNWAVE-TVD,fengyanshi,https://github.com/fengyanshi/FUNWAVE-TVD,,71006,14,26,5
418,shadow3,oasys-kit,https://github.com/oasys-kit/shadow3,Official repository for shadow3 (x-ray-tracer engine),4978,14,11,20
419,BasicDTUController,DTUWindEnergy,https://github.com/DTUWindEnergy/BasicDTUController,"This repository is no longer being updated, and has been moved to DTU Wind Energy's GitLab server: https://gitlab.windenergy.dtu.dk/OpenLAC/BasicDTUController",1320,14,23,10
420,ncio,alex-robinson,https://github.com/alex-robinson/ncio,Simple Fortran interface to NetCDF reading and writing.,878,14,4,5
421,rads,remkos,https://github.com/remkos/rads,Radar Altimeter Database System (RADS),11088,14,14,27
422,FortGL,lewisfish,https://github.com/lewisfish/FortGL,Software renderer in pure Fortran,1295,14,0,0
423,xfoil,RobotLocomotion,https://github.com/RobotLocomotion/xfoil,Fork of Mark Drela's XFOIL software (http://raphael.mit.edu/xfoil) which builds using cmake.,3975,14,6,1
424,scikits.bvp_solver,jsalvatier,https://github.com/jsalvatier/scikits.bvp_solver,Python package for solving two-point boundary value problems that wraps BVP_SOLVER,902,13,7,7
425,chimera,hightower8083,https://github.com/hightower8083/chimera,Fourier-Bessel Particle-In-Cell code,41357,13,2,0
426,ModeMap,JMSkelton,https://github.com/JMSkelton/ModeMap,A set of tools for mapping and analysing the potential-energy surfaces along phonon modes.,1021,13,9,0
427,FITTER,szaghi,https://github.com/szaghi/FITTER,Fortran tIc Toc Timer,45,13,1,1
428,wafo,wafo-project,https://github.com/wafo-project/wafo,Automatically exported from code.google.com/p/wafo,60715,13,8,8
429,tlab,turbulencia,https://github.com/turbulencia/tlab,,20541,13,13,0
430,dales,dalesteam,https://github.com/dalesteam/dales,Dutch Atmospheric Large-Eddy Simulation model,142712,13,19,31
431,FIDASIM,D3DEnergetic,https://github.com/D3DEnergetic/FIDASIM,A Neutral Beam and Fast-ion Diagnostic Modeling Suite,476252,13,8,7
432,flogging,Exteris,https://github.com/Exteris/flogging,A Fortran logging system with MPI support,537,13,2,0
433,gadfit,raullaasner,https://github.com/raullaasner/gadfit,Global nonlinear optimization with automatic differentiation,1754,13,2,0
434,Cosmos,UW-COSMOS,https://github.com/UW-COSMOS/Cosmos,Knowledge base construction from raw scientific documents,76265,13,7,11
435,COAWST,jcwarner-usgs,https://github.com/jcwarner-usgs/COAWST,This is a testing and development version. Not suitable for general distribution.,797563,13,24,0
436,spaceMARINE,kylekanos,https://github.com/kylekanos/spaceMARINE,Solves 2D/3D hydrodynamic problems in Eulerian framework on a Cartesian grid with Adaptive Mesh Refinement via the BoxLib library,200,13,3,0
437,fortran-unit-test,dongli,https://github.com/dongli/fortran-unit-test,Another Fortran unit test library,87,13,4,0
438,SCRIP,SCRIP-Project,https://github.com/SCRIP-Project/SCRIP,,1517,13,10,3
439,NuLib,evanoconnor,https://github.com/evanoconnor/NuLib,open-source neutrino interaction library,2282,13,11,8
440,faiNumber-Fortran,kevinhng86,https://github.com/kevinhng86/faiNumber-Fortran,"A fast, flexible, and secure numerical library for Fortran.",313,13,0,0
441,PyRADS,ddbkoll,https://github.com/ddbkoll/PyRADS,A line-by-line longwave radiation code for planetary atmospheres.,13991,13,2,3
442,hercules,friedenhe,https://github.com/friedenhe/hercules,"HERCULES: An open-source, massively parallel direct numerical simulation solver",5678,13,2,0
443,odepack,jacobwilliams,https://github.com/jacobwilliams/odepack,Unofficial Mirror of the ODEPACK Library,381,13,7,0
444,Mpi-IoC-HDF5-Fortran-CMake,rchuso,https://github.com/rchuso/Mpi-IoC-HDF5-Fortran-CMake,"Example of using Message Passing Interface and Inversion of Control with modern Fortran and HDF5, all built with CMake.",36,13,1,0
445,GridGen,Sbai7,https://github.com/Sbai7/GridGen,Command-line Grid Generation Program and much More,776,13,0,0
446,Empire-for-PDP-10,DigitalMars,https://github.com/DigitalMars/Empire-for-PDP-10,Empire for the PDP-10 in the FORTRAN-10 programming language,152,13,6,0
447,global_solution_yale19,sischei,https://github.com/sischei/global_solution_yale19,,61896,13,9,0
448,fortran-programming,hancockyang,https://github.com/hancockyang/fortran-programming,"It is FORTRAN programming practice for 'Walter S. Brainerd, Guide to Fortran 2008 Programming'",47,13,0,0
449,fArgParse,Goddard-Fortran-Ecosystem,https://github.com/Goddard-Fortran-Ecosystem/fArgParse,Command line argument parsing for Fortran,196,13,0,5
450,mo_netcdf,schaefed,https://github.com/schaefed/mo_netcdf,Modern fortran netcdf wrapper,82,13,2,0
451,COSMIC,COSMIC-PopSynth,https://github.com/COSMIC-PopSynth/COSMIC,COSMIC (Compact Object Synthesis and Monte Carlo Investigation Code),10162,13,25,27
452,Topo,NCAR,https://github.com/NCAR/Topo,NCAR Global Model Topography Generation Software for Unstructured Grids,2614236,13,8,0
453,DISCOVER,NKI-CCB,https://github.com/NKI-CCB/DISCOVER,DISCOVER co-occurrence and mutual exclusivity analysis for cancer genomics data,351,13,6,0
454,fortran-octree,dongli,https://github.com/dongli/fortran-octree,A Fortran octree implementation,20,13,4,0
455,eigenkernel,eigenkernel,https://github.com/eigenkernel/eigenkernel,EigenKernel - a package of hybrid parallel solvers for eigenvalue problems,229,13,1,2
456,iqist,huangli712,https://github.com/huangli712/iqist,Interacting Quantum Impurity Solver Toolkit,267796,13,3,1
457,SALMON,SALMON-TDDFT,https://github.com/SALMON-TDDFT/SALMON,Scientific program for first-principles electron dynamics calculations ,2728,13,16,5
458,CyGutz,yaoyongxin,https://github.com/yaoyongxin/CyGutz,A versatile Gutzwiller solver to optimize the single Slater determinant and local many-body degrees of freedom simultaneously within the Gutzwiller approximation or equivalently Slave-boson approach. ,232472,13,5,0
459,thermo_pw,dalcorso,https://github.com/dalcorso/thermo_pw,Ab-initio computation of material properties,22464,13,7,0
460,PROFESS,EACcodes,https://github.com/EACcodes/PROFESS,PRinceton Orbital-Free Electronic Structure Software,2782,13,10,0
461,nciplot,aoterodelaroza,https://github.com/aoterodelaroza/nciplot,Non-covalent index plots in molecular systems.,107727,13,2,0
462,xml-fortran,paulromano,https://github.com/paulromano/xml-fortran,XML modules for Fortran based on Arjen Markus' project,580,13,6,4
463,Fortran,bhermanmit,https://github.com/bhermanmit/Fortran,22.901 Fortran Class,4033,13,5,0
464,AtChem2,AtChem,https://github.com/AtChem/AtChem2,Atmospheric chemistry box-model for the MCM,5048,13,7,31
465,NHWAVE,JimKirby,https://github.com/JimKirby/NHWAVE,NHWAVE Developer Group and Software Distribution,42183,12,12,10
466,cgenie.muffin,derpycode,https://github.com/derpycode/cgenie.muffin,,71123,12,8,1
467,GLOW,NCAR,https://github.com/NCAR/GLOW,The GLobal airglOW Model,543,12,8,1
468,stringsort,jacobwilliams,https://github.com/jacobwilliams/stringsort,Just some sorting routines for strings,12,12,0,0
469,Tinker-HP,TinkerTools,https://github.com/TinkerTools/Tinker-HP,Tinker-HP: High Performance Massively Parallel Evolution of Tinker,94888,12,3,0
470,DART,NCAR,https://github.com/NCAR/DART,Data Assimilation Research Testbed,456030,12,12,2
471,Puffin,UKFELs,https://github.com/UKFELs/Puffin,3D unaveraged FEL simulation code,14845,12,10,27
472,IMEX_SfloW2D,demichie,https://github.com/demichie/IMEX_SfloW2D,Shallow water granular flow model,37120,12,3,4
473,scalapack,Reference-ScaLAPACK,https://github.com/Reference-ScaLAPACK/scalapack,ScaLAPACK development repository,2805,12,12,7
474,QTAdaptive,dattv,https://github.com/dattv/QTAdaptive,Quadtree Adaptive Mesh Refinement,56,12,8,1
475,fmmlib2d,zgimbutas,https://github.com/zgimbutas/fmmlib2d,Fast Multipole Method (FMM) library in R^2,4272,12,5,0
476,splf2003,pyccel,https://github.com/pyccel/splf2003,Fortran 2003 library for B-Splines/NURBS and Computer Aided Design Algorithms,696,12,3,0
477,ecalj,tkotani,https://github.com/tkotani/ecalj,The quasiparticle self-consistent GW method  in the PMT method (LAPW+LMTO+Lo). ,158798,12,15,0
478,slatec,Rufflewind,https://github.com/Rufflewind/slatec,SLATEC Common Mathematical Library,3228,12,6,0
479,V1,LBNL-AMO-MCTDHF,https://github.com/LBNL-AMO-MCTDHF/V1,LBNL-AMO-MCTDHF v1.36! . . . . . ,35236,12,3,13
480,Unstr3d---CFD-solver,wtffqbpl,https://github.com/wtffqbpl/Unstr3d---CFD-solver,An unstrctured 3-D Euler equation solver ( tetrahedral cell type),15,12,6,0
481,stda,grimme-lab,https://github.com/grimme-lab/stda,"stda program for computing excited states and response functions via simplified TD-DFT methods (sTDA, sTD-DFT, and SF-sTD-DFT)",580,12,4,1
482,Mie_scattering,cfinch,https://github.com/cfinch/Mie_scattering,Collection of codes to calculate scattering from spheres using the Mie solution,216,12,7,0
483,AMR-LBM-OpenMP-2D,AbbasHub,https://github.com/AbbasHub/AMR-LBM-OpenMP-2D,Adaptive Mesh Refinement (AMR) technique utilized with the Lattice-Boltzmann Method (LBM) for numerical simulation of multiphase flows. OpenMP is used for parallelization of the code on share-memory machines.,41,12,7,0
484,umwm,umwm,https://github.com/umwm/umwm,University of Miami Wave Model,827,12,2,1
485,sollve_vv,SOLLVE,https://github.com/SOLLVE/sollve_vv,"OpenMP Offloading Validation & Verification Suite; Official repository. We have migrated from bitbucket!! For documentation, results, publication and presentations, please check out our website ->",1025,12,4,35
486,Fortran-Expression-Evaluator,ivomarb,https://github.com/ivomarb/Fortran-Expression-Evaluator,An open source fortran expression evaluator (parser).,167,12,1,9
487,T-Blade3,GTSL-UC,https://github.com/GTSL-UC/T-Blade3,"T-Blade3 VERSION 1.2: T-Blade3 is a general parametric 3D blade geometry builder. The tool can create a variety of 3D blade geometries based on few basic parameters and limited interaction with a CAD system. The geometric and aerodynamic parameters are used to create 2D airfoils and these airfoils are stacked on the desired stacking axis. The tool generates a specified number of 2D blade sections in a 3D Cartesian coordinate system. The geometry modeler can also be used for generating 3D blades with special features like bent tip, split tip and other concepts, which can be explored with minimum changes to the blade geometry. The use of control points for the definition of splines makes it easy to modify the blade shapes quickly and smoothly to obtain the desired blade model. The second derivative of the mean-line (related to the curvature) is controlled using B-splines to create the airfoils. This is analytically integrated twice to obtain the mean-line. A smooth thickness distribution is then added to the airfoil with two options either the Wennerstrom distribution or a quartic B-spline thickness distribution. B-splines have also been implemented to achieve customized airfoil leading and trailing edges.",4339,12,6,0
488,IBFS-IF2D,atchieu,https://github.com/atchieu/IBFS-IF2D,Immersed boundary fractional step method written in FORTRAN 90,125,12,10,0
489,MissileSimulation,bgin,https://github.com/bgin/MissileSimulation,Air-to-Air Radar Guided Missile Modelling and Simulation Project,19897,13,1,0
490,open-fortran-parser-xml,mbdevpl,https://github.com/mbdevpl/open-fortran-parser-xml,"XML output generator for Open Fortran Parser, and Python wrapper for it.",642,12,2,0
491,forutils,cmbant,https://github.com/cmbant/forutils,Fortran 2008 utility functions and reusable classes,118,12,2,0
492,numfor,numericfor,https://github.com/numericfor/numfor,Numeric Modern Fortran,2937,12,1,0
493,NueralNets,arjo129,https://github.com/arjo129/NueralNets,Fortran Based Nueral Networks,47,12,1,0
494,lusol,nwh,https://github.com/nwh/lusol,Matlab interface to LUSOL,1198,12,3,2
495,FGPU,LLNL,https://github.com/LLNL/FGPU,,95,12,5,0
496,nswc,jacobwilliams,https://github.com/jacobwilliams/nswc,NSWC Mathematics Subroutine Library,37808,12,4,0
497,piclas,piclas-framework,https://github.com/piclas-framework/piclas,"PICLas is a parallel, three-dimensional PIC-DSMC solver developed cooperatively by the Institute of Space Systems, Institute of Aerodynamics and Gas Dynamics at the University of Stuttgart and the spin-off boltzplatz. PICLas is a flexible particle-based plasma simulation suite.",210503,12,4,0
498,finite-fault,usgs,https://github.com/usgs/finite-fault,Finite-Fault Modeling of the Earthquake Source using Teleseismic Body Waves,72906,12,12,3
499,Textbook-FEM,jvleta,https://github.com/jvleta/Textbook-FEM,,626,12,12,0
500,ZstdFortranLib,zbeekman,https://github.com/zbeekman/ZstdFortranLib,👨‍💻Zaak's 🧩(missing) 🏛Standard 🔬Fortran 📚Library 🚧(WIP),271,12,0,0
501,seagrid,sea-mat,https://github.com/sea-mat/seagrid,Orthogonal curvilinear grid creator for Matlab,2019,12,12,1
502,wavy,wavebitscientific,https://github.com/wavebitscientific/wavy,A spectral ocean wave modeling framework,1207,12,3,4
503,paleoToolkit,CESM-Development,https://github.com/CESM-Development/paleoToolkit,paleo tools for cesm,204318,12,11,1
504,aces4,UFParLab,https://github.com/UFParLab/aces4,Parallel Computational Chemistry Application,27282,12,11,3
505,qtcm,jwblin,https://github.com/jwblin/qtcm,A Python Implementation of the Neelin-Zeng QTCM1,56728,12,4,0
506,tristan-mp-pitp,ntoles,https://github.com/ntoles/tristan-mp-pitp,Particle-in-cell code TRISTAN-MP,1037,12,18,0
507,atmos,VirtualPlanetaryLaboratory,https://github.com/VirtualPlanetaryLaboratory/atmos,,18184,12,6,3
508,futility,cmacmackin,https://github.com/cmacmackin/futility,A collection of modern Fortran utilities,117,11,1,2
509,Octopus,jinbow,https://github.com/jinbow/Octopus,Offline calculation of particle trajectories,166,11,3,0
510,B5500-software,retro-software,https://github.com/retro-software/B5500-software,Common source code repository for emulators of the Burroughs B5500 computer system.,17246,11,2,0
511,MoDeNa,MoDeNa-EUProject,https://github.com/MoDeNa-EUProject/MoDeNa,Software Framework for MOdelling of morphology DEvelopment of micro- and NAnostructures (MoDeNa),40560,11,17,7
512,HydroBlocks,chaneyn,https://github.com/chaneyn/HydroBlocks,,275715,11,6,2
513,pd-abstractions-and-libraries,gilbertohasnofb,https://github.com/gilbertohasnofb/pd-abstractions-and-libraries,,4587,11,0,0
514,mld2p4-2,sfilippone,https://github.com/sfilippone/mld2p4-2,,12450,11,6,0
515,DAzimSurfTomo,Chuanming-Liu,https://github.com/Chuanming-Liu/DAzimSurfTomo,Direct inversion of Rayleigh wave dispersion data for 3-D azimuthal anisotropy based on ray tracing,57718,11,11,0
516,C2-Ray3Dm,garrelt,https://github.com/garrelt/C2-Ray3Dm,"The 3D version of C2-Ray for multiple sources, hydrogen only",1483,11,3,3
517,Periodic_NBO,Chengcheng-Xiao,https://github.com/Chengcheng-Xiao/Periodic_NBO,Natural Bond Orbital algorithm to handle systems characterized by periodic symmetry,149,11,5,0
518,ptools,ptools,https://github.com/ptools/ptools,,12896,11,12,37
519,mizuRoute,NCAR,https://github.com/NCAR/mizuRoute,Stand-alone streamflow routing model,28872,11,22,5
520,fortran_hash_table,pdebuyl,https://github.com/pdebuyl/fortran_hash_table,"""<string,string>"" hash table in Fortran 2008",178,11,1,0
521,neutran,m87,https://github.com/m87/neutran,Backpropagation neural network in Fortran 90/95,40,11,3,0
522,BSAM1.2,BSAM,https://github.com/BSAM/BSAM1.2,Version 1.2,64,11,4,0
523,flibs,philip-peterson,https://github.com/philip-peterson/flibs,"Fortran libraries (written by other people, I am merely forking)",1013,11,5,0
524,MuSTEM,HamishGBrown,https://github.com/HamishGBrown/MuSTEM,"Open source version of the MuSTEM multislice electron microscopy simulation code, developed at the University of Melbourne.",207404,11,11,15
525,FOSSIL,szaghi,https://github.com/szaghi/FOSSIL,"FOSSIL, FOrtran Stereo (si) Litography parser",3879,11,2,2
526,amica,japalmer29,https://github.com/japalmer29/amica,Code for AMICA: Adaptive Mixture ICA with shared components,31400,11,2,15
527,CCFDV3.0,PARALLELCCFD,https://github.com/PARALLELCCFD/CCFDV3.0,"CCFDV3.0 is an open-source written in fortran for the analysis of CFD problems on structured meshes (CGNS format).                           用户手册详见doc/文件夹中,编译方法详见README文件。修改了兰氏温度和开氏温度转换错误。",2809,11,5,1
528,fortran-string-utility-module,tomedunn,https://github.com/tomedunn/fortran-string-utility-module,,15,11,1,0
529,global-workflow,NOAA-EMC,https://github.com/NOAA-EMC/global-workflow,Global Superstructure/Workflow currently supporting the Finite-Volume on a Cubed-Sphere Global Forecast System (FV3GFS),71583,11,19,12
530,DEFY,szaghi,https://github.com/szaghi/DEFY,DEmystify Fortran mYths,140,11,1,0
531,ester,ester-project,https://github.com/ester-project/ester,Evolution STEllaire en Rotation.,110811,11,7,3
532,fortran90,arrghb2012,https://github.com/arrghb2012/fortran90,"http://fortran90.org source code examples
",403,11,2,0
533,mcluster,ahwkuepper,https://github.com/ahwkuepper/mcluster,McLuster - a tool to make a star cluster,487,11,18,8
534,collections,komahanb,https://github.com/komahanb/collections,"Collections are set of objects that are can be iterated in convenient fashion. This is a Modern Fortran Collections Library containing interfaces (Iterable, Collection, List, Set) and implementations (LinkedList, HashSet and TreeSet). ",32,11,1,0
535,modern_fftpack,jlokimlin,https://github.com/jlokimlin/modern_fftpack,An OOP library of fast Fourier transforms,279,11,2,6
536,EMUstack,bjornsturmberg,https://github.com/bjornsturmberg/EMUstack,"EMUstack is an open-source simulation package for calculating light propagation through multi-layered stacks of dispersive, lossy, nanostructured, optical media. It implements a generalised scattering matrix method, which extends the physical intuition of thin film optics to complex structures.",51071,11,8,3
537,phydrus,phydrus,https://github.com/phydrus/phydrus,:sweat_drops: Python implementation of the HYDRUS-1D unsaturated zone model,3974,11,2,3
538,abaqusPy,youngung,https://github.com/youngung/abaqusPy,My Abaqus related stuffs (under development),503,11,10,0
539,OOP-Fortran-Examples,cmacmackin,https://github.com/cmacmackin/OOP-Fortran-Examples,"Examples of using the object-oriented features in Fortran, taken from my presentation at RSECon 2019",7,11,0,0
540,swig-fortran-dev,sethrj,https://github.com/sethrj/swig-fortran-dev,Development/testing repo for SWIG+Fortran,604,11,1,0
541,OpenSTAP,HaoguangYang,https://github.com/HaoguangYang/OpenSTAP,"OpenSTAP is a Finite Element Method (FEM) Solver based on STAP (KJ Bathe, FORTRAN IV), and modified version STAP90 (Prof. Xiong Zhang, Tsinghua University, FORTRAN 90). Basic elements, some advanced elements and methods are added and an Abaqus interface as well. Works with ParaView and Intel MKL.",108652,11,11,0
542,nonlin,jchristopherson,https://github.com/jchristopherson/nonlin,A library that provides routines to compute the solutions to systems of nonlinear equations.,3495,11,0,0
543,focal,LKedward,https://github.com/LKedward/focal,A modern Fortran abstraction layer for OpenCL,355,11,1,0
544,hole2,osmart,https://github.com/osmart/hole2,Source code for HOLE program.,2421,11,6,1
545,ChernNubmer,quanshengwu,https://github.com/quanshengwu/ChernNubmer,Using different methods to calculate Chern number for Haldane model with disorder,58,11,12,0
546,ttb,adtzlr,https://github.com/adtzlr/ttb,Tensor Toolbox for Modern Fortran,3787,11,10,5
547,cae,calculix,https://github.com/calculix/cae,CalculiX CAE - GUI/pre-processor for CalculiX CrunchiX. It's designed to guide you through the keywords creation sequence and is aimed to help you reach correct input file with no mistakes.,153592,11,0,0
548,fms-idealized,tapios,https://github.com/tapios/fms-idealized,FMS-idealized moist GCM of O'Gorman and Schneider 2008 and dry GCM of Schneider and Walker 2006,46644,11,10,0
549,NekCEM,NekCEM,https://github.com/NekCEM/NekCEM,"Spectral-element solver for Maxwell's equations, drift-diffusion equations, and more.",22651,11,13,16
550,deltares-delft3d-b,nerdalize,https://github.com/nerdalize/deltares-delft3d-b,"Docker container to run Delft3D: a world leading open-source 2D/3D modeling suite to investigate hydrodynamics, sediment transport, morphology and water quality for fluvial, estuarine and coastal environments.",103328,11,9,0
551,libdspl-2.0,Dsplib,https://github.com/Dsplib/libdspl-2.0,,34929,11,2,0
552,modern-fortran,floquet,https://github.com/floquet/modern-fortran,,86163,11,0,0
553,fpluslib,r5r3,https://github.com/r5r3/fpluslib,object oriented fortran library with container classes.,2402,11,0,0
554,Doping-Effects-in-Graphene,jamesmcm,https://github.com/jamesmcm/Doping-Effects-in-Graphene,Theoretical modelling of doping effects and magnetic field effects on the quantum transport in Graphene.,4521,11,3,0
555,sosie,brodeau,https://github.com/brodeau/sosie,SOSIE is Only a Surface Interpolation Environment ,214332,11,10,8
556,radmc3d-0.41,dullemond,https://github.com/dullemond/radmc3d-0.41,,42427,11,4,1
557,RayTran,lewisfish,https://github.com/lewisfish/RayTran,Ray tracer in pure Fortran,15647,11,1,0
558,PlPlotLib,hornekyle,https://github.com/hornekyle/PlPlotLib,Matplotlib personality wrapper for PlPlot in Fortran,3509,11,0,3
559,for90-mom2,jmakitalo,https://github.com/jmakitalo/for90-mom2,Fortran 90 code for Method of Moments discretized integral operator formulations of EM scattering from dielectric/lossy/plasmonic/PEC objects (rewritten from the original for90-mom).,206,11,9,2
560,adventure,Neko250,https://github.com/Neko250/adventure,Colossal Cave Adventure source code ! (1976),1556,11,2,0
561,gMultiwfn,stecue,https://github.com/stecue/gMultiwfn,"A third-party distribution of Multiwfn for gfortran, 100% free!",59889,11,4,0
562,fastspline,jamesorr,https://github.com/jamesorr/fastspline,Fast smoothing spline routine in Fortran 90 usable in python,326,11,0,0
563,CloverLeaf,Mantevo,https://github.com/Mantevo/CloverLeaf,Compressible Euler equations on a Cartesian grid,113,11,0,0
564,aronnax,edoddridge,https://github.com/edoddridge/aronnax,"An idealised isopycnal model that can be run either with n+1/2 layers, or with n layers and variable bathymetry.",70320,10,2,38
565,dataplot,usnistgov,https://github.com/usnistgov/dataplot,Source code and auxiliary files for dataplot.,36876,10,1,0
566,gt-swt,arnoldrobbins,https://github.com/arnoldrobbins/gt-swt,The Georgia Tech Software Tools Subsystem and C Compiler for Prime Computers,41911,10,0,0
567,openpde,francescosalvadore,https://github.com/francescosalvadore/openpde,,5432,10,0,3
568,allen-tildesley,glennklockwood,https://github.com/glennklockwood/allen-tildesley,"Sample code from Allen & Tildesley's Computer Simulation of Liquids, 1st Ed.  See https://github.com/Allen-Tildesley/examples for modernized and updated examples from the 2nd edition.",114,10,12,0
569,DNAWorks,davidhoover,https://github.com/davidhoover/DNAWorks,Automatic oligonucleotide design for PCR-based gene synthesis ,88,10,14,2
570,mercury6_binary,rsmullen,https://github.com/rsmullen/mercury6_binary,Version of the Chambers Mercury N-body integrator that can handle a central binary,505,10,2,0
571,pyhyp,mdolab,https://github.com/mdolab/pyhyp,pyHyp generates volume meshes from surface meshes using hyperbolic marching.,9755,10,15,1
572,FortLua,adolgert,https://github.com/adolgert/FortLua,Example of Calling Lua from Fortran,127,10,2,1
573,neuralnetwork,anjohan,https://github.com/anjohan/neuralnetwork,"Simple, parallel, object-oriented Fortran neural network",29,10,0,0
574,fishman,dongli,https://github.com/dongli/fishman,A SCVT mesh generation tool,142,10,1,0
575,uclales,uclales,https://github.com/uclales/uclales,Large eddy simulation code for atmospheric flow,24597,10,14,3
576,MORFEUS-Source,sourceryinstitute,https://github.com/sourceryinstitute/MORFEUS-Source,Multi-physics Object-oriented Reconfigurable Fluid Environment for Unified Simulations,49204,10,0,2
577,generic_rk,cbcoutinho,https://github.com/cbcoutinho/generic_rk,A generic Runge-Kutta module to solve a system of ODEs,1647,10,1,0
578,sod,gcmt-group,https://github.com/gcmt-group/sod, Site-Occupation Disorder,377,10,8,0
579,FEHM,lanl,https://github.com/lanl/FEHM,Finite Element Heat and Mass Transfer Code,89906,10,7,19
580,smash,cmsi,https://github.com/cmsi/smash,Massively parallel software for quantum chemistry calculations ,6958,10,4,1
581,Algorithms,andreypudov,https://github.com/andreypudov/Algorithms,The Laboratory of Algorithms,841,10,2,0
582,connectivity-modeling-system,beatrixparis,https://github.com/beatrixparis/connectivity-modeling-system,"The CMS is a multiscale stochastic Lagrangian framework developed by Paris' Lab at the Rosenstiel School of Marine & Atmospheric Science to study complex migrations and give probability estimates of dispersion, connectivity, fate of pollutants, and other Lagrangian phenomena. This repository facilitates community contributions to CMS modules.",5912,10,18,16
583,fold2Bloch-Wien2k,rubel75,https://github.com/rubel75/fold2Bloch-Wien2k,Unfolding of first-principle electronic band structure,1339,10,4,0
584,DRC_Fortran,TUDelft-DataDrivenControl,https://github.com/TUDelft-DataDrivenControl/DRC_Fortran,"Delft Research Controller (DRC), Bladed-style DISCON baseline wind turbine controller",2184,10,10,1
585,qe-gipaw,dceresoli,https://github.com/dceresoli/qe-gipaw,QE-GIPAW for Quantum-Espresso (official repository),4892,10,6,1
586,hsdar,cran,https://github.com/cran/hsdar,":exclamation: This is a read-only mirror of the CRAN R package repository.  hsdar — Manage, Analyse and Simulate Hyperspectral Data. Homepage: http://vhrz669.hrz.uni-marburg.de/lcrs/, http://teledetection.ipgp.jussieu.fr/prosail/  ",14069,10,7,2
587,piernik,piernik-dev,https://github.com/piernik-dev/piernik,Piernik MHD Code,26451,10,15,28
588,SimpleCrop,chporter,https://github.com/chporter/SimpleCrop,Ricardo Braga's Simple Crop model. Used as a simple example of a modular crop model in the style of DSSAT-CSM.,59,10,17,0
589,HPCAcademyFortran,ZedThree,https://github.com/ZedThree/HPCAcademyFortran,Fortran course for HPC Academy,11293,10,0,0
590,FORESEER,szaghi,https://github.com/szaghi/FORESEER,FOrtran RiEmann SolveErs EnviRonment,15054,10,2,1
591,BigstickPublick,cwjsdsu,https://github.com/cwjsdsu/BigstickPublick,"Open-access version of BIGSTICK configuration-interaction, a.k.a. shell-diagonalization, Fortran 90 code",2557,10,6,1
592,WPS,NCAR,https://github.com/NCAR/WPS,,1868,10,8,1
593,nitsol,cmacmackin,https://github.com/cmacmackin/nitsol,Unofficial mirror of NITSOL library,111,10,2,0
594,nka,nncarlson,https://github.com/nncarlson/nka,Nonlinear Krylov acceleration of fixed-point and Newton-like methods,708,10,2,0
595,playmol,atoms-ufrj,https://github.com/atoms-ufrj/playmol,Playmol is a(nother) software for building molecular models,1864,10,4,0
596,daglib,jacobwilliams,https://github.com/jacobwilliams/daglib,Directed Acyclic Graphs With Modern Fortran,56,10,2,0
597,AERMOD-linux,arifwn,https://github.com/arifwn/AERMOD-linux,,597,10,4,2
